date_summary,opening,closing,lowest,highest,volume,quantity,amount,avg_price
2013-06-30,230.00000000,246.99000000,220.00000000,249.89000000,2376.95978820,10.65413294,12,223.10213337
2013-07-01,230.01000000,233.90000000,202.00000000,253.98000000,10653.95434494,46.92062295,41,227.06336095
2013-07-02,233.88000000,230.00000000,200.03000000,233.88000000,10185.04915876,46.77778166,49,217.73262427
2013-07-03,229.79000000,190.01001000,190.01001000,268.49000000,31459.84713080,139.36085563,106,225.74378571
2013-07-04,193.00000000,257.60000000,185.00000000,299.02000000,44875.75154673,190.42103514,107,235.66593634
2013-07-05,225.46770000,205.00000000,200.01000000,258.50000000,67280.80049966,309.37184198,208,217.47551447
2013-07-06,208.00000000,196.56000000,196.52000000,215.00000000,11919.25283115,58.49740848,52,203.75693797
2013-07-07,196.55000000,202.00000000,191.00001000,215.00000000,12222.53089083,60.84023839,41,200.89551281
2013-07-08,214.00000000,197.10000000,197.10000000,214.00000000,16353.73023360,80.16676662,57,203.99638058
2013-07-09,203.00000000,197.00000000,196.50000000,211.84000000,14807.51302385,73.94754162,46,200.24347935
2013-07-10,200.00000000,208.99999000,196.10000000,209.00000000,25898.81644446,126.32888922,59,205.01103591
2013-07-11,208.99999000,214.97000000,208.80000000,217.90000000,10152.66880485,47.95191326,43,211.72604208
2013-07-12,213.00000000,224.99000000,213.00000000,242.00000000,19282.47150822,86.38117325,92,223.22539487
2013-07-13,220.00000000,218.00001000,218.00001000,229.85000000,2513.23615131,11.24186610,23,223.56040616
2013-07-14,218.00001000,217.00002000,217.00002000,228.00000000,4486.28361618,20.16805284,22,222.44505465
2013-07-15,224.89000000,220.00000000,220.00000000,234.50000000,17550.34789510,77.20048473,50,227.33468522
2013-07-16,233.99999000,227.89998000,220.00000000,233.99999000,13715.94989857,60.82619526,73,225.49412863
2013-07-17,227.89998000,242.00000000,220.09000000,242.00000000,48887.99787582,216.94920401,74,225.34306175
2013-07-18,239.88999000,220.10000000,216.37000000,239.89000000,25851.08881661,117.21165226,85,220.55050260
2013-07-19,220.11000000,223.00000000,220.11000000,227.94000000,15711.06968675,70.18125997,56,223.86417244
2013-07-20,222.00000000,220.11000000,220.11000000,224.98999000,10303.47000394,46.39792517,22,222.06747319
2013-07-21,220.20000000,221.99000000,218.90000000,223.49000000,6594.34044169,29.79695842,15,221.30918024
2013-07-22,221.99000000,220.00000000,212.01000000,221.99000000,19910.38902095,91.87607508,45,216.70918140
2013-07-23,214.01000000,218.00000000,214.01000000,220.94000000,3458.50208568,15.81515385,17,218.68279742
2013-07-24,214.11000000,221.00000000,213.50000000,221.00000000,12682.16563482,57.89715238,19,219.04644897
2013-07-25,214.00000000,221.00000000,214.00000000,221.00000000,2544.95050181,11.54142761,11,220.50569373
2013-07-26,221.00000000,221.00000000,217.48000000,221.00000000,7880.38956298,35.67469504,40,220.89577926
2013-07-27,218.00000000,217.33500000,217.33500000,220.99999000,2387.34649487,10.94815521,21,218.05924825
2013-07-28,218.00000000,221.00000000,218.00000000,221.00000000,3391.16724740,15.35007840,16,220.92181935
2013-07-29,221.00000000,230.00000000,221.00000000,230.00000000,6199.58471679,27.47501896,36,225.64441996
2013-07-30,225.80000000,232.00000000,225.80000000,246.00000000,41406.73493704,173.30116343,75,238.92935348
2013-07-31,240.98999000,238.49000000,230.00000000,240.98999000,10596.18095642,45.04026497,48,235.26018249
2013-08-01,238.49000000,239.46000000,236.00000000,240.00000000,14457.42736850,60.74422140,37,238.00498278
2013-08-02,236.01000000,261.00000000,236.00000000,261.00000000,23192.72600255,96.50058902,63,240.33766257
2013-08-03,254.98999000,235.00001000,231.99000000,254.98999000,5013.80662974,21.20112014,22,236.48781746
2013-08-04,235.00001000,234.50000000,232.00000000,239.29998000,1372.38941041,5.84336135,11,234.86300576
2013-08-05,234.50001000,235.70000000,234.50001000,243.49000000,14615.83775443,61.03257250,35,239.47602330
2013-08-06,237.00000000,237.97990000,226.00000000,239.99999000,14050.69851981,59.95091925,40,234.37002627
2013-08-07,228.10002000,237.77989000,228.10002000,237.77999000,3788.20229935,16.32690566,17,232.02206075
2013-08-08,230.11000000,235.99979000,225.00050000,235.99979000,9379.03776042,40.40215735,23,232.14200368
2013-08-09,225.00050000,220.00000000,220.00000000,230.00000000,10386.89593913,46.97647589,32,221.10845359
2013-08-10,227.89999000,217.90000000,217.90000000,227.89999000,2263.57354844,10.37879981,11,218.09588658
2013-08-11,220.00000000,212.50001000,212.50001000,225.99998000,330.16235786,1.50200595,6,219.81428093
2013-08-12,219.89999000,230.00000000,219.89999000,233.99990000,10077.63884757,44.01134304,32,228.97821678
2013-08-13,228.00000000,239.90000000,228.00000000,239.99000000,21486.16893065,92.34619913,35,232.66977020
2013-08-14,230.11000000,249.95900000,230.11000000,249.99000000,8867.03261527,35.96986226,53,246.51283208
2013-08-15,249.00000000,246.00000000,244.00000000,254.98000000,32771.80811258,131.56281679,55,249.09627896
2013-08-16,246.00000000,247.97999000,246.00000000,249.49989000,10817.85404836,43.77899506,25,247.10147031
2013-08-17,245.00001000,249.00000000,245.00001000,249.00000000,2251.27175732,9.07804636,11,247.99077555
2013-08-18,245.50000000,249.00000000,245.50000000,249.00000000,24.55498996,0.10002004,2,245.50070125
2013-08-19,249.50000000,274.68990000,249.50000000,274.79000000,21415.78023976,81.26569232,49,263.52793692
2013-08-20,273.00000000,275.00000000,268.88000000,275.00000000,17745.85664890,64.65422569,32,274.47326852
2013-08-21,274.89999999,284.99999000,274.89999999,284.99999000,17287.15215193,61.71744297,35,280.10156156
2013-08-22,284.95000000,288.89000000,277.00099999,294.99000000,10980.35319749,38.49548620,48,285.23742083
2013-08-23,288.89000000,288.96900000,271.10000000,294.37000000,30987.62813947,111.25123803,54,278.53737799
2013-08-24,272.00000000,277.99000000,272.00000000,278.00000000,937.43864606,3.37407822,11,277.83548125
2013-08-25,277.99000000,273.00000000,273.00000000,277.99000000,82.71412933,0.29786421,2,277.69072803
2013-08-26,276.01000000,283.95999999,276.01000000,283.95999999,10309.89709155,36.89934397,28,279.40597256
2013-08-27,278.00000000,300.60000000,278.00000000,306.12000000,18730.93086206,63.05578276,57,297.05333979
2013-08-28,300.60000000,311.91000000,298.10000000,314.98998999,21887.37497346,71.81117200,52,304.79066646
2013-08-29,314.98899000,310.50000000,303.10000000,314.98899000,10073.28986031,32.50581083,39,309.89197325
2013-08-30,305.00000000,319.95000000,304.00000000,320.00000000,26659.72285195,85.71821810,55,311.01583117
2013-08-31,315.10000000,341.89999999,315.10000000,345.00000000,6863.30719583,20.42654724,26,335.99937923
2013-09-01,341.50000000,347.90000000,337.00002000,347.90000000,4295.86671913,12.50112204,14,343.63849144
2013-09-02,345.00000000,340.00000999,335.00000000,348.49000000,34717.06002810,101.65275593,52,341.52600891
2013-09-03,340.00000999,342.00000000,340.00000000,347.77000000,16838.63147980,49.31286924,39,341.46525520
2013-09-04,340.00000000,315.00000000,300.00000000,341.00000000,30979.13120151,94.32177547,74,328.44092519
2013-09-05,312.00000000,332.99999000,310.00000000,337.00000000,22064.81251353,68.56035865,63,321.83047096
2013-09-06,328.00000000,252.00000000,252.00000000,334.00000000,11277.97566305,36.14870870,48,311.98834117
2013-09-07,303.89999999,261.01000000,261.01000000,309.39999000,2004.52091781,7.32787263,6,273.54745627
2013-09-08,261.01000000,261.00000999,261.00000999,261.20000000,2022.97588742,7.74984322,14,261.03442740
2013-09-09,305.00000000,308.99999000,300.00000000,309.00000000,9033.98328247,29.53986644,27,305.82343020
2013-09-10,308.97000000,308.91000000,286.00000000,308.97000000,7318.49816934,23.91957537,20,305.96271280
2013-09-11,300.00000000,313.00000000,300.00000000,313.00000000,25649.23583019,83.02158833,49,308.94658059
2013-09-12,312.99000000,310.00000000,302.30001000,320.00000000,8402.81494054,27.07713882,26,310.32876096
2013-09-13,308.00000000,306.00000000,305.00000999,314.00000000,13294.09995688,42.69983008,42,311.33847446
2013-09-14,310.00000000,305.99000000,303.00000000,310.00000000,1722.87863725,5.62294702,12,306.40136411
2013-09-15,303.00000000,313.00000000,303.00000000,313.00000000,1373.48887005,4.45953187,11,307.98947290
2013-09-16,312.99999000,319.29000000,302.10000000,319.69000000,8006.35613439,25.54065901,49,313.47492369
2013-09-17,318.89000000,318.88000000,306.01000000,318.89999999,9709.12841401,30.69093250,36,316.35169162
2013-09-18,318.88000000,316.89999999,306.55000000,318.89999999,12864.39550373,40.54040139,50,317.32284493
2013-09-19,315.00000000,313.00000000,281.00000000,316.89999999,22189.62965446,71.63459433,62,309.76136407
2013-09-20,313.00000000,313.00000000,300.00000000,313.00000000,3786.15675793,12.14206123,24,311.82158335
2013-09-21,313.00000000,316.89999000,313.00000000,316.89999000,940.21462048,2.97651556,9,315.87760975
2013-09-22,309.00000000,312.89999999,298.00000000,312.89999999,3004.05705074,9.94974532,12,301.92300949
2013-09-23,312.89999999,313.00000000,301.10000000,313.00000000,5104.42033102,16.41128185,24,311.03117828
2013-09-24,312.98000000,308.99000000,299.00000000,312.99000000,5988.14217398,19.58906674,74,305.68797653
2013-09-25,304.56599999,314.00000000,301.00000000,316.89999999,26461.45202498,84.87519026,100,311.76898624
2013-09-26,313.99000000,314.00000000,308.50000000,314.00000000,13890.26403471,44.31021411,49,313.47770065
2013-09-27,314.00000000,330.00000000,313.00000000,330.00000000,21838.43248959,69.50812811,36,314.18530580
2013-09-28,313.43320000,325.00000000,313.42000000,336.99999000,2571.54821498,7.75810825,23,331.46588473
2013-09-29,330.00000000,318.00000000,315.00000000,344.78000000,15317.26807286,45.40769076,70,337.32761601
2013-09-30,340.00000000,334.50000000,320.70000000,343.87000000,13652.77364558,41.17664600,39,331.56594749
2013-10-01,328.00000000,327.99000000,320.00000000,343.87000000,22846.45303971,69.16705512,78,330.30830935
2013-10-02,327.99000000,297.89000000,256.00000000,328.00000000,72047.83458062,243.23006655,101,296.21269937
2013-10-03,297.99000000,299.68000000,285.00000000,302.99000000,19883.57904139,67.45506086,55,294.76778744
