date_summary,opening,closing,lowest,highest,volume,quantity,amount,avg_price
2015-06-11,743.37419000,742.20736000,734.00000000,753.55555000,110240.48268629,148.25294566,233,743.59724992
2015-06-12,749.37980000,748.95642000,734.00000000,751.00000000,85227.69938370,114.80096115,281,742.39534695
2015-06-13,741.07349000,748.88000000,737.50000000,748.99998000,6527.82538515,8.74190647,50,746.72789139
2015-06-14,748.88000000,737.61118000,737.55101000,748.89900000,17696.77521948,23.83244174,73,742.54981560
2015-06-15,739.99999000,743.04352000,724.99998000,745.00000000,132431.23936060,179.10163462,215,739.41949017
2015-06-16,742.56954000,758.49999000,732.00022000,770.00000000,75737.24281061,101.02964532,253,749.65365433
2015-06-17,758.49999000,789.33848000,747.00000000,834.73999000,160246.29588083,208.23819866,356,769.53362501
2015-06-18,788.56517000,798.93699000,770.01010000,800.00000000,97747.91446475,123.65047951,259,790.51787629
2015-06-19,799.89997000,796.95250000,786.31010000,828.88000000,112250.01285006,139.40554465,306,805.20479391
2015-06-20,796.95250000,794.99575000,778.01013000,800.00000000,42467.74371870,53.52182705,125,793.46588222
2015-06-21,782.27765000,783.70000000,781.50000000,795.00000000,18978.86531611,24.10015865,67,787.49960080
2015-06-22,783.70000000,799.89000000,783.70000000,804.98999000,87871.11559201,110.60725019,210,794.44263772
2015-06-23,799.89000000,792.77999000,783.01010000,799.99998000,81154.79846956,102.49760964,243,791.77259601
2015-06-24,792.11998000,782.10000000,782.00000000,792.99999000,58394.13576491,74.19491587,162,787.03688898
2015-06-25,782.10000000,789.00000000,770.60000000,791.69998000,62036.22000061,79.04148282,201,784.85648026
2015-06-26,779.00001000,795.15723000,776.01010000,804.00000000,58843.68413817,74.14780198,187,793.59984472
2015-06-27,795.07706000,796.84241000,786.02500000,809.50000000,20031.84545937,24.97285626,101,802.14474671
2015-06-28,805.99000000,803.00000000,795.00000000,809.47000000,15325.87641989,19.11656704,67,801.70651915
2015-06-29,800.00001000,829.99000000,799.00000000,849.96999000,109612.92891304,132.42558195,344,827.73228020
2015-06-30,831.02717000,836.00091000,828.21200000,849.20000000,124188.47636180,147.44451415,311,842.27261405
2015-07-01,845.83763000,839.10010000,820.00000000,849.97999000,117196.70853863,139.43929904,335,840.48549688
2015-07-02,844.70000000,833.33000000,828.99999000,848.54000000,93132.52907059,110.93686524,246,839.50929088
2015-07-03,833.33000000,840.00000000,821.13010000,840.95999000,76287.24766025,91.38846733,216,834.75792831
2015-07-04,840.00000000,831.38548000,822.00000000,840.00000000,34637.48399130,41.67499835,102,831.13342182
2015-07-05,831.60315000,861.75600000,831.60315000,864.99999000,37493.12849325,44.38068238,130,844.80739102
2015-07-06,850.08127000,872.01010000,850.05000000,899.32994000,88892.62595672,100.71237114,305,882.63859693
2015-07-07,876.99000000,885.00000000,865.34000000,899.33000000,84716.92809390,95.64884727,292,885.70777915
2015-07-08,884.99999000,887.92000000,872.33011000,888.00009000,92903.78217327,105.11660471,200,883.81642871
2015-07-09,887.92000000,910.07490000,876.34000000,945.00000000,97820.45099400,108.74694001,260,899.52371059
2015-07-10,910.07490000,963.33000000,890.00001000,990.00000000,113424.53655703,119.18514477,383,951.66672638
2015-07-11,964.74557000,984.01999000,955.00000000,984.99999000,39579.15636324,40.78210700,157,970.50297949
2015-07-12,974.15924000,1009.99999000,974.15924000,1010.00000000,50715.10425075,51.09107067,126,992.64124994
2015-07-13,1000.00040000,940.00000000,920.00000000,1009.99999000,125906.36347913,130.93618429,353,961.58570804
2015-07-14,940.00000000,978.20772000,903.00000000,989.00000000,124432.69536672,129.31890175,332,962.21583761
2015-07-15,955.52007000,959.90000000,912.00000000,979.99998000,113743.96588478,118.56564336,319,959.33326604
2015-07-16,959.89999000,939.45154000,916.00000000,966.63108000,106401.80343768,113.22508201,298,939.73704014
2015-07-17,934.99999000,940.29049000,910.00000000,956.32999000,79878.85530185,85.28908438,258,936.56598476
2015-07-18,940.05000000,927.17052000,925.33001000,950.00000000,32980.07205402,35.26799642,91,935.12746377
2015-07-19,936.46757000,934.12509000,924.05955000,936.46757000,21553.83921505,23.21554528,53,928.42269932
2015-07-20,925.04006000,953.65916000,925.04000000,955.00000000,78169.41449555,82.61011093,214,946.24512200
2015-07-21,953.65916000,940.20083000,918.26157000,957.00000000,126782.47509177,134.31474087,274,943.92078092
2015-07-22,941.55078000,949.20000000,922.15000000,950.00000000,86993.33188252,92.56117414,186,939.84689251
2015-07-23,936.07438000,950.00000000,935.99001000,954.00000000,59751.40089522,63.16102431,190,946.01697087
2015-07-24,949.99999000,969.00000000,940.49252000,969.99000000,143613.21791936,150.20886262,228,956.09017613
2015-07-25,968.99999000,958.85850000,954.10001000,969.00000000,24602.25379717,25.54682578,74,963.02585726
2015-07-26,968.86180000,968.99999000,958.83300000,971.98000000,21342.06167099,22.09248425,68,966.03267561
2015-07-27,970.62238000,997.99997000,950.00000000,1049.99999000,131082.34586329,133.02429856,384,985.40151898
2015-07-28,997.99973000,1019.51200000,976.07001000,1021.00000000,94749.14080096,94.10669437,325,1006.82678777
2015-07-29,1012.21307000,1012.16436000,1000.00000000,1019.00000000,74111.15871898,73.49627979,274,1008.36612316
2015-07-30,1011.49999000,1002.69366000,971.23247000,1018.33000000,127349.20946718,127.21102582,400,1001.08625527
2015-07-31,1001.63121000,995.41737000,983.33000000,1012.00000000,67653.72517511,67.56038690,298,1001.38155329
2015-08-01,1005.77761000,999.99000000,987.00009000,1006.49000000,33530.85085651,33.69081451,117,995.25200990
2015-08-02,989.04216000,998.99999000,973.66286000,999.99000000,18363.47886721,18.63966434,87,985.18291597
2015-08-03,998.99999000,1003.00000000,980.00001000,1015.99999000,133158.22419243,133.04897686,286,1000.82110614
2015-08-04,995.18000000,1004.06000000,993.22493000,1015.99999000,131482.47418066,130.43497890,296,1008.03078506
2015-08-05,1001.23001000,1003.00000000,997.03000000,1018.50000000,92920.41815905,91.96617754,244,1010.37599522
2015-08-06,1008.00000000,1016.16000000,1000.00000000,1018.00000000,109322.23244815,108.24339847,250,1009.96674156
2015-08-07,1015.99490000,1016.00000000,985.11025000,1018.00000000,119326.00155443,118.13130833,297,1010.11326498
2015-08-08,1015.98611000,960.97000000,960.97000000,1018.00000000,125777.50461040,126.48562789,278,994.40155145
2015-08-09,981.91999000,971.37000000,950.00000000,995.00000000,44274.06400444,45.52469391,101,972.52853785
2015-08-10,966.40583000,951.11000000,940.12015000,973.99899000,68676.09652417,71.54612618,238,959.88560374
2015-08-11,966.97707000,966.49938000,951.00000000,977.99495000,87801.93193745,90.75518052,306,967.45917350
2015-08-12,976.94881000,962.04548000,955.33000000,978.00000000,73249.66222797,75.37912230,221,971.75000176
2015-08-13,972.27688000,972.99000000,955.35000000,974.00000000,49607.79987852,51.30628730,192,966.89514071
2015-08-14,969.41000000,966.00000000,960.09000000,980.63100000,64292.19809332,66.03571676,266,973.59733864
2015-08-15,966.00000000,960.00000000,960.00000000,973.00000000,21301.03925684,22.10028819,75,963.83536149
2015-08-16,960.00000000,964.81986000,946.20000000,971.95000000,45172.60091911,47.24409924,131,956.15328995
2015-08-17,949.08200000,946.94006000,944.68648000,959.03359000,55517.49525259,58.45447365,178,949.75613988
2015-08-18,946.28481000,870.00000000,851.46084000,958.25500000,141753.72620921,154.19128899,328,919.33680000
2015-08-19,870.00000000,864.56316000,761.11015000,920.00000000,233353.13097650,277.32128913,440,841.45408273
2015-08-20,864.56316000,897.00000000,850.99000000,913.00000000,88321.53990143,100.19928336,338,881.45879830
2015-08-21,874.53609000,899.88327000,873.39001000,910.00000000,62469.28465029,69.89110454,226,893.80880530
2015-08-22,899.35879000,891.00000000,884.37402000,909.00000000,14358.12834099,16.00444075,82,897.13402456
2015-08-23,890.00000000,882.00000000,868.99363000,892.17110000,38853.71652144,44.06665516,119,881.70332829
2015-08-24,870.00000000,840.09822000,805.00000000,893.30927000,112791.51065531,132.63548659,445,850.38712907
2015-08-25,825.05244000,850.55697000,780.12001000,870.00000000,229808.31243409,278.36638411,417,825.56057610
2015-08-26,851.43626000,869.99998000,832.50000000,899.99999000,90195.44455282,103.49529591,305,871.49318005
2015-08-27,856.02979000,856.00000000,851.01001000,872.00000000,60001.00113506,69.56683309,189,862.49435930
2015-08-28,856.00000000,881.50481000,825.11026000,888.85000000,117726.65235251,136.23467689,249,864.14600922
2015-08-29,873.00145000,848.05019000,848.01016000,874.33000000,42107.29155360,49.07964115,105,857.93804858
2015-08-30,864.99999000,858.00000000,848.05059000,900.00000000,57119.31215739,65.89712679,138,866.79518411
2015-08-31,860.00000000,871.58490000,858.00000000,900.00000000,104703.81727515,119.20928668,248,878.31930037
2015-09-01,882.54082000,893.12362000,866.50428000,899.96999000,107704.69795101,121.90380405,258,883.52204256
2015-09-02,880.43269000,894.00002000,875.00001000,907.68999000,110673.22848433,124.39727087,269,889.67569553
2015-09-03,907.62998000,885.19253000,881.36010000,910.00000000,161136.38526152,179.93899660,284,895.50563416
2015-09-04,890.83116000,929.91767000,882.00001000,953.90826000,75788.45665813,82.99726299,259,913.14404750
2015-09-05,915.43926000,925.44208000,909.01001000,940.99000000,51286.51705097,55.26151685,124,928.06929621
2015-09-06,934.94256000,949.99997000,930.90001000,949.99999000,16355.65164292,17.33854937,93,943.31142092
2015-09-07,947.99996000,933.01000000,930.01015000,949.99997000,35093.74639849,37.53008113,135,935.08314775
2015-09-08,946.99999000,948.00000000,933.01000000,955.00000000,80216.96824654,84.79603933,191,945.99899807
2015-09-09,948.00000000,955.00000000,942.00102000,960.99999000,153875.57504075,161.88283518,266,950.53669445
2015-09-10,945.00000000,960.00000000,944.01112000,974.99489000,111902.15700638,116.27188272,253,962.41803597
2015-09-11,965.00000000,969.90000000,956.01248000,971.97999000,122332.38495082,126.98794560,260,963.33856235
2015-09-12,969.90000000,957.29993000,945.51001000,970.00000000,45710.94499703,47.67516175,118,958.79999813
2015-09-13,957.29191000,937.85000000,933.11000000,957.29191000,30017.07579954,31.72317013,82,946.21929890
2015-09-14,945.00000000,919.99999000,910.00000000,949.00000000,123919.46494405,133.13962083,213,930.74821883
2015-09-15,919.99999000,929.69999000,910.77000000,937.30000000,111692.42300489,121.21274715,294,921.45773139
2015-09-16,929.69999000,930.00000000,915.00001000,937.28999000,90114.36411753,97.65237248,244,922.80772938
2015-09-17,920.56370000,954.49998000,920.20000000,954.99999000,108251.55050906,114.98648946,257,941.42843230
2015-09-18,954.30000000,957.33060000,945.00000000,969.98998000,76368.86081592,79.94937188,228,955.21526949
2015-09-19,960.00000000,949.05687000,931.89010000,960.00000000,41925.26233128,44.24701883,107,947.52739144
2015-09-20,937.19717000,938.59000000,932.30000000,958.98999000,40159.75167499,42.88272935,94,936.50176385
2015-09-21,948.00000000,947.00000000,925.05001000,969.43400000,182056.15088158,192.98729674,315,943.35821039
2015-09-22,940.10001000,953.36295000,936.14500000,969.00000000,184855.56150432,193.49363132,326,955.35734299
2015-09-23,959.69999000,971.00000000,949.21000000,999.94899000,181562.10150732,187.11148415,378,970.34183835
2015-09-24,978.48999000,969.72597000,966.70000000,1007.04935000,154096.56162499,156.19189476,351,986.58487920
2015-09-25,969.80000000,983.99000000,966.10002000,986.46999000,98375.91971580,100.73945016,268,976.53818399
2015-09-26,983.98055000,981.99999000,966.10002000,985.99999000,18833.79114672,19.28288375,105,976.71029867
2015-09-27,981.92436000,967.69000000,967.51158000,981.99999000,6358.87871450,6.54543278,60,971.49858966
2015-09-28,968.00735000,1003.00000000,968.00735000,1006.01210000,203151.81507028,205.27773712,283,989.64367943
2015-09-29,1003.00000000,1004.44001000,990.16001000,1010.00000000,115703.62424165,115.59486898,318,1000.94083122
2015-09-30,1003.45678000,994.93000000,990.12122000,1006.50000000,115988.40523069,116.22308126,214,997.98081390
2015-10-01,994.93000000,998.99699000,980.13013000,1004.99998000,91689.60665051,92.48013537,225,991.45190784
2015-10-02,998.90000000,977.74998000,972.02010000,1004.99999000,129702.24188787,130.95929759,278,990.40117253
2015-10-03,993.47394000,990.00000000,977.01464000,1000.00000000,24386.79391652,24.50505953,100,995.17382876
2015-10-04,989.80000000,990.00000000,981.34555000,990.00000000,12424.08042646,12.57614943,73,987.90814276
2015-10-05,990.00000000,993.01010000,978.01012000,993.01010000,83876.76735762,85.12949218,162,985.28447897
2015-10-06,993.01010000,1000.00000000,980.00010000,1005.00000000,85751.46649670,86.13169422,233,995.58550744
2015-10-07,1003.50000000,1005.00000000,994.10000000,1011.99000000,76678.43175706,76.29162314,266,1005.07013222
2015-10-08,999.90002000,998.20000000,995.00000000,1010.00000000,59930.21311698,59.81143344,202,1001.98590253
2015-10-09,1005.28408045,1007.33000000,995.00000000,1009.33000000,56027.53481799,55.90463092,209,1002.19845647
2015-10-10,1007.32000000,1000.00000000,997.50000000,1007.33000000,12001.46444877,11.98609492,73,1001.28227991
2015-10-11,999.99000000,1000.00001000,998.00000000,1009.00000000,8696.71658986,8.69050648,60,1000.71458549
2015-10-12,1009.00000000,998.00017000,997.50001000,1009.00000000,38822.01615246,38.71907250,101,1002.65873239
2015-10-13,1007.89999000,1003.00001000,996.50001000,1010.00000000,95811.24299399,95.50441835,264,1003.21267486
2015-10-14,1003.00001000,1015.14888000,998.40127000,1020.12101000,145481.39224953,144.13302306,287,1009.35503301
2015-10-15,1005.01019000,1024.00500000,1005.01014000,1029.97898000,78314.38097029,76.94957836,277,1017.73632343
2015-10-16,1024.00500000,1040.00000000,1020.02001000,1088.00000000,181554.30301105,173.54455833,303,1046.15382215
2015-10-17,1040.00000000,1068.99999000,1037.03001000,1079.99999000,35167.89999980,33.38722945,132,1053.33388182
2015-10-18,1052.00005000,1049.00000000,1020.10001000,1069.00000000,28324.64407004,26.96762735,100,1050.32021180
2015-10-19,1049.00000000,1040.00000000,1025.00001000,1050.00000000,119145.86826169,115.14107957,203,1034.78158018
2015-10-20,1030.62575999,1055.00001000,1020.00000000,1079.78799000,129647.40302163,122.94880144,263,1054.48285386
2015-10-21,1055.00009000,1054.00000000,1033.00001000,1069.99957999,131661.51700039,125.24007853,234,1051.27303133
2015-10-22,1059.99993000,1058.01000000,1042.25001000,1069.12101000,56294.74123140,52.99057253,208,1062.35389699
2015-10-23,1058.01000000,1088.99800000,1056.00000000,1096.71629000,72071.82635684,67.44168997,185,1068.65391998
2015-10-24,1088.99800000,1090.10001000,1072.00001000,1100.00000000,35600.41853352,32.68912439,101,1089.06002185
2015-10-25,1100.00000000,1119.00001000,1090.00001000,1196.75585000,106765.51383918,93.11397670,179,1146.61104189
2015-10-26,1148.79999000,1152.00001000,1119.01000000,1156.00000000,69344.29190636,60.64711697,184,1143.40623876
2015-10-27,1156.00000000,1155.00003000,1140.00000000,1174.98000000,103195.18931810,88.96414358,308,1159.96383672
2015-10-28,1185.00000000,1170.15001000,1151.04000000,1187.19999000,142156.32524259,121.26054171,334,1172.32137707
2015-10-29,1185.97999000,1222.02002000,1170.00001000,1250.12101000,192912.35482514,158.22000972,388,1219.26648321
2015-10-30,1229.99999000,1279.31000000,1220.51000000,1298.40000000,146247.85675712,117.15255902,350,1248.35392398
2015-10-31,1279.31000000,1236.99989000,1215.01000000,1290.00000000,128200.80772565,102.61546877,204,1249.33218414
2015-11-01,1224.99007000,1233.11002000,1224.98000000,1260.00000000,45642.32527771,36.78357310,149,1240.83446579
2015-11-02,1233.41001000,1344.88994000,1233.41001000,1346.00021999,166775.16481106,127.86544792,269,1304.30204190
2015-11-03,1344.88957000,1570.00000000,1329.99000000,1638.12101000,523674.45929603,346.28566677,763,1512.26143484
2015-11-04,1546.84243000,1630.00000000,1490.00000000,1865.55000000,744773.20861339,437.50306820,990,1702.32682407
2015-11-05,1580.00000000,1430.00001000,1421.01001000,1729.93000000,302205.36277608,195.44099808,475,1546.27414792
2015-11-06,1430.00000000,1430.00000000,1371.52523000,1483.33000000,219082.93332676,153.93296416,373,1423.23598146
2015-11-07,1430.00000000,1411.21471000,1376.50000000,1445.00000000,65061.71297281,45.70589942,137,1423.48611007
2015-11-08,1443.00000000,1410.00000000,1410.00000000,1464.99999000,40035.66639603,27.92574490,116,1433.64721476
2015-11-09,1410.00000000,1473.79999000,1400.00000000,1493.41999000,125429.76668894,86.33260829,283,1452.86664185
2015-11-10,1473.80000000,1301.00000000,1280.00000000,1480.00000000,227729.51279668,165.02232293,387,1379.99216562
2015-11-11,1301.00000000,1243.00000000,1161.00000000,1301.00000000,129012.94866054,104.82840887,339,1230.70597036
2015-11-12,1243.00000000,1366.97976999,1214.70935000,1410.00000000,168546.22811564,126.02720587,343,1337.37971061
2015-11-13,1364.99999000,1319.00002000,1295.80477000,1365.00000000,122993.50964678,93.09374961,341,1321.17902826
2015-11-14,1304.50001000,1330.00000000,1304.50001000,1330.00000000,43014.63470194,32.47748550,100,1324.44473578
2015-11-15,1318.00000000,1283.00003000,1280.12101000,1342.44998000,45081.19187021,34.49338826,145,1306.95168391
2015-11-16,1304.99999000,1307.99999000,1240.00000000,1318.47416000,148740.17417200,116.95054993,306,1271.82107532
2015-11-17,1308.19991000,1317.00000000,1284.41612000,1337.07000000,66791.94448477,50.88946876,256,1312.49050367
2015-11-18,1335.59999999,1324.97998000,1290.00000000,1335.59999999,62750.55879905,47.68479175,200,1315.94490604
2015-11-19,1308.00006000,1275.00000000,1260.00000000,1323.98000000,140846.35886813,108.69237373,325,1295.82558586
2015-11-20,1260.00001000,1219.99999000,1200.00000000,1289.00000000,84654.84566147,68.09019112,265,1243.27519528
2015-11-21,1220.00000000,1276.99999000,1202.01000000,1278.97811000,33664.86264586,27.06746319,161,1243.73911251
2015-11-22,1276.99999000,1258.00000000,1254.00000000,1277.00000000,13589.36156547,10.77816682,85,1260.82308730
2015-11-23,1258.00000000,1262.99999000,1216.00001000,1264.00000000,128403.60141184,103.38088840,292,1242.04389611
2015-11-24,1232.06000000,1243.49999000,1200.00000000,1350.00000000,256852.75873616,205.59347332,417,1249.32350520
2015-11-25,1226.08000999,1276.00000000,1226.08000000,1365.00000000,200353.38452525,156.36150415,457,1281.34725752
2015-11-26,1298.00000000,1393.97989000,1277.00000000,1414.00000000,199178.00346917,145.51383850,671,1368.79080039
2015-11-27,1374.00000000,1419.99988000,1369.20000000,1440.01010000,103026.08652508,72.94464408,312,1412.38726742
2015-11-28,1431.99989000,1423.99813000,1368.00000000,1436.00000000,116992.30907307,83.59837726,200,1399.45669889
2015-11-29,1393.15049000,1487.99999000,1381.00000000,1550.00000000,66807.28612067,45.68903531,309,1462.21704326
2015-11-30,1488.00002000,1504.99184000,1449.93050000,1525.00000000,197422.41143016,133.69907937,402,1476.61758301
2015-12-01,1490.00000000,1443.00000000,1410.00000000,1502.75992000,171757.89100020,119.03132751,460,1442.96375242
2015-12-02,1444.99989000,1468.99999000,1413.01029000,1491.00000000,97173.30954781,66.95182079,322,1451.39158855
2015-12-03,1466.99989000,1425.00001000,1425.00001000,1489.99999000,154244.99688260,105.64376758,394,1460.04823962
2015-12-04,1449.99755000,1461.52935000,1416.05000000,1476.85000000,79889.43580973,54.85615129,279,1456.34416434
2015-12-05,1476.80000000,1505.35000000,1475.00000000,1505.35000000,77160.48412034,51.65495140,207,1493.76743233
2015-12-06,1506.00000000,1538.99998000,1486.00000000,1543.30000000,142866.90440146,94.10265175,222,1518.20274715
2015-12-07,1504.00023000,1575.88335000,1504.00023000,1580.00000000,134661.61539369,86.26854187,414,1560.95851946
2015-12-08,1576.00000000,1636.46000000,1539.61878000,1672.81000000,199206.34711722,125.06605866,596,1592.80902629
2015-12-09,1638.50999000,1640.00063000,1600.00000000,1680.00000000,180313.05740913,109.91689980,523,1640.44890037
2015-12-10,1640.00194000,1655.00000000,1616.00056000,1674.00000000,195597.06445989,118.96387791,407,1644.17189399
2015-12-11,1669.99990000,1797.99945000,1657.10001000,1799.49999000,280223.46061281,162.93244544,498,1719.87512885
2015-12-12,1798.99988000,1727.17000000,1627.01000000,1848.96928000,131719.76873178,76.51528908,372,1721.48299138
2015-12-13,1728.00000000,1700.12045000,1695.00000000,1756.84755000,109312.95697556,63.41358289,235,1723.80982107
2015-12-14,1740.98345000,1732.99632000,1702.00000000,1785.32000000,168775.69226997,96.97801868,467,1740.34997381
2015-12-15,1750.00000000,1839.99000000,1735.00000000,1848.99000000,388848.94981771,216.58059956,570,1795.40065272
2015-12-16,1815.00000000,1830.00000000,1780.00001000,1854.99988000,325958.20003127,178.10130383,634,1830.18424358
2015-12-17,1849.99997000,1879.99988000,1783.35001000,1890.00000000,258815.69051383,140.73867841,527,1838.98053781
2015-12-18,1842.50024000,1894.00000000,1842.50024000,1895.00000000,169521.64399963,90.10683098,423,1881.34065038
2015-12-19,1876.33000000,1927.00000000,1869.10000000,1942.83283000,85980.65784099,45.05791635,258,1908.22534209
2015-12-20,1927.00000000,1743.00000000,1743.00000000,1929.34999000,169214.65461089,92.09598130,405,1837.37283888
2015-12-21,1770.00000000,1860.00000000,1750.00000000,1889.00000000,204980.85347765,111.70302362,517,1835.05196936
2015-12-22,1847.00000000,1866.00000000,1822.03001000,1869.99999000,129992.77995660,70.33654677,406,1848.15413787
2015-12-23,1866.00000000,1872.46988000,1822.00000000,1889.96000000,197062.57630823,106.06578918,462,1857.92778078
2015-12-24,1870.00000000,1853.80002000,1850.00000000,1887.97998000,62558.73220456,33.43620825,175,1870.98763522
2015-12-25,1853.87241000,1858.04000000,1850.00001000,1879.00000000,28746.91924471,15.40133557,118,1866.52119318
2015-12-26,1859.00000000,1776.00000000,1761.02000000,1876.84797000,80797.90024600,44.45365843,254,1817.57594536
2015-12-27,1776.00000000,1778.97549000,1750.00000000,1801.00000000,54445.86784857,30.78132672,143,1768.79535907
2015-12-28,1778.90000000,1744.99999000,1720.03000000,1780.00000000,107861.64814398,61.42549658,248,1755.97519189
2015-12-29,1723.10001000,1780.00000000,1706.60000000,1800.00000000,181681.36412853,103.85401241,315,1749.39186183
2015-12-30,1780.00000000,1826.99740000,1741.28078000,1831.96141000,99003.18803333,55.39590446,315,1787.19327716
2015-12-31,1826.99954000,1820.97692000,1762.20000000,1839.97000000,81280.19177640,45.43287782,193,1789.01702195
2016-01-01,1814.99989000,1795.00000000,1767.12491000,1820.99000000,28254.93178780,15.76091918,103,1792.72106310
2016-01-02,1795.00000000,1800.00000000,1766.00000000,1816.99900000,46416.74077374,25.93763919,117,1789.55148669
2016-01-03,1783.00000000,1780.00000000,1766.12340000,1800.00000000,49538.77833257,27.85427718,124,1778.49807454
2016-01-04,1779.00000000,1800.18003000,1771.64404000,1830.00000000,239754.10562918,132.92499194,446,1803.67967024
2016-01-05,1817.00000000,1825.00000000,1781.21453000,1825.00000000,147441.94094188,81.09890205,417,1818.05101197
2016-01-06,1825.00000000,1812.02011000,1802.00211000,1829.99999000,84753.75592922,46.52289746,251,1821.76434737
2016-01-07,1820.00000000,1940.50001000,1820.00000000,1953.78451000,390296.48691961,206.66570600,643,1888.54016698
2016-01-08,1949.98966000,1881.00000000,1839.78836000,1955.00000000,231829.55319679,121.10639069,481,1914.26358159
2016-01-09,1882.02100000,1889.99895000,1865.53000000,1914.95876000,67591.18375977,35.89405455,246,1883.07463749
2016-01-10,1869.02011000,1914.96794000,1869.02011000,1915.00000000,29708.27857429,15.67383942,161,1895.40531698
2016-01-11,1914.96577000,1911.97000000,1866.00000000,1914.98000000,159460.49916136,83.92943231,366,1899.93539539
2016-01-12,1896.01001000,1870.06486000,1870.06485000,1940.00000000,248084.34124007,130.16287686,534,1905.95311985
2016-01-13,1870.06485000,1887.99900000,1849.00000000,1909.96999000,279316.81692795,149.29887032,591,1870.85686803
2016-01-14,1887.99890000,1904.89997000,1851.99999000,1906.88000000,136429.68956160,72.19245392,397,1889.80540421
2016-01-15,1904.89996000,1764.98594000,1710.00000000,1904.89997000,517391.60792522,290.95555883,808,1778.24960618
2016-01-16,1764.98594000,1800.00000000,1651.05000000,1810.00000000,143001.00779178,82.76299854,294,1727.83744323
2016-01-17,1800.00000000,1754.00000000,1722.17000000,1800.00000000,59184.66482224,33.64024251,121,1759.34120583
2016-01-18,1754.00000000,1774.99900000,1700.00001000,1799.90000000,515680.28371720,295.33519499,513,1746.08476221
2016-01-19,1757.00000000,1715.00001000,1715.00001000,1782.99900000,275638.62773794,157.78104553,382,1746.96920540
2016-01-20,1715.00001000,1789.99999000,1690.02000000,1798.80000000,303158.29709105,173.80483499,571,1744.24547572
2016-01-21,1789.98000000,1774.00000000,1732.40000000,1797.86000000,243631.32748199,138.08226310,349,1764.39263097
2016-01-22,1774.00000000,1703.00327000,1635.57182000,1774.00000000,194141.43197122,112.44324845,430,1726.57260126
2016-01-23,1729.00000000,1725.00000000,1681.18972000,1734.99999000,56335.76975883,32.81997696,146,1716.50851027
2016-01-24,1725.00000000,1754.99999000,1700.00000000,1770.00000000,127002.95044690,73.13325402,220,1736.59646557
2016-01-25,1750.00000000,1750.00000000,1712.26688000,1760.00000000,115597.85779227,66.41416466,270,1740.56029137
2016-01-26,1731.00001000,1755.43997000,1707.77700000,1764.99999000,183916.37449930,105.47873026,336,1743.63470290
2016-01-27,1755.42999000,1745.00000000,1722.00000000,1775.00000000,204540.18616194,117.08548156,403,1746.93039168
2016-01-28,1762.97999000,1707.99999000,1673.00000000,1762.98000000,221460.00305748,128.51576824,411,1723.21269281
2016-01-29,1692.99999000,1709.99999000,1650.00000000,1728.77000000,140114.36096472,82.45764474,338,1699.22826933
2016-01-30,1709.99922000,1738.50000000,1690.00108000,1738.50000000,53788.60216720,31.21735054,192,1723.03546703
2016-01-31,1709.10000000,1662.50073000,1650.90000000,1722.99998000,38720.98398549,22.91903920,158,1689.46802907
2016-02-01,1705.99999000,1674.65000000,1622.52684000,1714.99899000,130035.00112200,77.93155503,318,1668.57957693
2016-02-02,1674.64000000,1676.99997000,1628.00000000,1693.96997000,182680.06395989,109.99824111,366,1660.75440949
2016-02-03,1678.99969000,1600.00000000,1600.00000000,1678.99969000,185151.21226429,113.92559512,332,1625.19416351
2016-02-04,1600.00000000,1627.00003000,1559.10000000,1666.98000000,213127.89364150,131.94253642,370,1615.30844733
2016-02-05,1644.39999000,1647.40125000,1627.00025000,1666.90000000,88807.68339944,53.71706388,247,1653.24902339
2016-02-06,1647.40201000,1646.16236000,1624.69701000,1652.92999000,37947.52578409,23.14501833,119,1639.55479503
2016-02-07,1645.86544000,1600.10000000,1600.00000000,1650.01000000,114257.63666281,70.88055045,138,1611.97445450
2016-02-08,1629.99888000,1564.00010000,1563.98000000,1633.00000000,150800.64315892,94.35841318,165,1598.16849475
2016-02-09,1599.97998000,1598.98999000,1561.00010000,1607.97000000,91518.19961870,57.96926844,146,1578.73649403
2016-02-10,1596.99982000,1581.00030000,1561.02000000,1629.00000000,176765.55094894,110.35315131,361,1601.81697441
2016-02-11,1594.97000000,1603.85000000,1561.00027000,1629.99000000,223485.88015897,139.77405797,445,1598.90814794
2016-02-12,1603.82000000,1608.98958000,1567.00041000,1623.88000000,193405.42774502,121.28778696,418,1594.59936233
2016-02-13,1611.99000000,1650.00000000,1608.98958000,1654.99999000,72064.71906832,44.13669209,198,1632.76212275
2016-02-14,1650.00000000,1711.00001000,1650.00000000,1717.00000000,73587.19821029,43.66111566,207,1685.41726655
2016-02-15,1711.00001000,1734.99989000,1700.05000000,1750.00000000,180441.29646617,104.74539770,473,1722.66562950
2016-02-16,1725.00000000,1744.00000000,1696.33000000,1747.00000000,187800.51001077,108.74494259,493,1726.98155461
2016-02-17,1744.00000000,1763.00000000,1723.12001000,1800.00000000,310639.50604382,175.51357573,469,1769.88876644
2016-02-18,1783.89999000,1799.49995000,1751.00476000,1814.00000000,219538.17166024,122.66371708,379,1789.75639159
2016-02-19,1775.42653000,1795.99991000,1771.00001000,1802.85998000,108951.50279492,60.86599970,351,1790.02239890
